category,label,bls_series,month,index_value
food,Food & beverages,CUUR0000SAF,1990-01,130
food,Food & beverages,CUUR0000SAF,1990-02,130.9
food,Food & beverages,CUUR0000SAF,1990-03,131.2
food,Food & beverages,CUUR0000SAF,1990-04,131
food,Food & beverages,CUUR0000SAF,1990-05,131.1
food,Food & beverages,CUUR0000SAF,1990-06,131.7
food,Food & beverages,CUUR0000SAF,1990-07,132.4
food,Food & beverages,CUUR0000SAF,1990-08,132.7
food,Food & beverages,CUUR0000SAF,1990-09,133
food,Food & beverages,CUUR0000SAF,1990-10,133.4
food,Food & beverages,CUUR0000SAF,1990-11,133.7
food,Food & beverages,CUUR0000SAF,1990-12,133.9
food,Food & beverages,CUUR0000SAF,1991-01,135.9
food,Food & beverages,CUUR0000SAF,1991-02,136
food,Food & beverages,CUUR0000SAF,1991-03,136.3
food,Food & beverages,CUUR0000SAF,1991-04,137.2
food,Food & beverages,CUUR0000SAF,1991-05,137.3
food,Food & beverages,CUUR0000SAF,1991-06,137.7
food,Food & beverages,CUUR0000SAF,1991-07,137.1
food,Food & beverages,CUUR0000SAF,1991-08,136.6
food,Food & beverages,CUUR0000SAF,1991-09,136.7
food,Food & beverages,CUUR0000SAF,1991-10,136.5
food,Food & beverages,CUUR0000SAF,1991-11,136.9
food,Food & beverages,CUUR0000SAF,1991-12,137.3
food,Food & beverages,CUUR0000SAF,1992-01,137.9
food,Food & beverages,CUUR0000SAF,1992-02,138.1
food,Food & beverages,CUUR0000SAF,1992-03,138.8
food,Food & beverages,CUUR0000SAF,1992-04,138.8
food,Food & beverages,CUUR0000SAF,1992-05,138.3
food,Food & beverages,CUUR0000SAF,1992-06,138.3
food,Food & beverages,CUUR0000SAF,1992-07,138.1
food,Food & beverages,CUUR0000SAF,1992-08,138.8
food,Food & beverages,CUUR0000SAF,1992-09,139.3
food,Food & beverages,CUUR0000SAF,1992-10,139.2
food,Food & beverages,CUUR0000SAF,1992-11,139.1
food,Food & beverages,CUUR0000SAF,1992-12,139.5
food,Food & beverages,CUUR0000SAF,1993-01,140.5
food,Food & beverages,CUUR0000SAF,1993-02,140.7
food,Food & beverages,CUUR0000SAF,1993-03,140.9
food,Food & beverages,CUUR0000SAF,1993-04,141.4
food,Food & beverages,CUUR0000SAF,1993-05,141.8
food,Food & beverages,CUUR0000SAF,1993-06,141.1
food,Food & beverages,CUUR0000SAF,1993-07,141.1
food,Food & beverages,CUUR0000SAF,1993-08,141.5
food,Food & beverages,CUUR0000SAF,1993-09,141.8
food,Food & beverages,CUUR0000SAF,1993-10,142.3
food,Food & beverages,CUUR0000SAF,1993-11,142.6
food,Food & beverages,CUUR0000SAF,1993-12,143.3
food,Food & beverages,CUUR0000SAF,1994-01,144.3
food,Food & beverages,CUUR0000SAF,1994-02,143.6
food,Food & beverages,CUUR0000SAF,1994-03,143.9
food,Food & beverages,CUUR0000SAF,1994-04,144
food,Food & beverages,CUUR0000SAF,1994-05,144.1
food,Food & beverages,CUUR0000SAF,1994-06,144.2
food,Food & beverages,CUUR0000SAF,1994-07,144.8
food,Food & beverages,CUUR0000SAF,1994-08,145.3
food,Food & beverages,CUUR0000SAF,1994-09,145.6
food,Food & beverages,CUUR0000SAF,1994-10,145.6
food,Food & beverages,CUUR0000SAF,1994-11,145.9
food,Food & beverages,CUUR0000SAF,1994-12,147.2
food,Food & beverages,CUUR0000SAF,1995-01,147.9
food,Food & beverages,CUUR0000SAF,1995-02,147.8
food,Food & beverages,CUUR0000SAF,1995-03,147.9
food,Food & beverages,CUUR0000SAF,1995-04,148.9
food,Food & beverages,CUUR0000SAF,1995-05,148.7
food,Food & beverages,CUUR0000SAF,1995-06,148.4
food,Food & beverages,CUUR0000SAF,1995-07,148.6
food,Food & beverages,CUUR0000SAF,1995-08,148.9
food,Food & beverages,CUUR0000SAF,1995-09,149.4
food,Food & beverages,CUUR0000SAF,1995-10,149.8
food,Food & beverages,CUUR0000SAF,1995-11,149.8
food,Food & beverages,CUUR0000SAF,1995-12,150.3
food,Food & beverages,CUUR0000SAF,1996-01,151.4
food,Food & beverages,CUUR0000SAF,1996-02,151.3
food,Food & beverages,CUUR0000SAF,1996-03,152.1
food,Food & beverages,CUUR0000SAF,1996-04,152.7
food,Food & beverages,CUUR0000SAF,1996-05,152.5
food,Food & beverages,CUUR0000SAF,1996-06,153.1
food,Food & beverages,CUUR0000SAF,1996-07,153.6
food,Food & beverages,CUUR0000SAF,1996-08,154.2
food,Food & beverages,CUUR0000SAF,1996-09,155
food,Food & beverages,CUUR0000SAF,1996-10,155.8
food,Food & beverages,CUUR0000SAF,1996-11,156.2
food,Food & beverages,CUUR0000SAF,1996-12,156.6
food,Food & beverages,CUUR0000SAF,1997-01,156.9
food,Food & beverages,CUUR0000SAF,1997-02,156.9
food,Food & beverages,CUUR0000SAF,1997-03,157.1
food,Food & beverages,CUUR0000SAF,1997-04,157.1
food,Food & beverages,CUUR0000SAF,1997-05,157.1
food,Food & beverages,CUUR0000SAF,1997-06,157.1
food,Food & beverages,CUUR0000SAF,1997-07,157.5
food,Food & beverages,CUUR0000SAF,1997-08,158.1
food,Food & beverages,CUUR0000SAF,1997-09,158.4
food,Food & beverages,CUUR0000SAF,1997-10,158.7
food,Food & beverages,CUUR0000SAF,1997-11,158.9
food,Food & beverages,CUUR0000SAF,1997-12,159.1
food,Food & beverages,CUUR0000SAF,1998-01,160.3
food,Food & beverages,CUUR0000SAF,1998-02,159.8
food,Food & beverages,CUUR0000SAF,1998-03,160.1
food,Food & beverages,CUUR0000SAF,1998-04,160.2
food,Food & beverages,CUUR0000SAF,1998-05,160.7
food,Food & beverages,CUUR0000SAF,1998-06,160.6
food,Food & beverages,CUUR0000SAF,1998-07,160.9
food,Food & beverages,CUUR0000SAF,1998-08,161.4
food,Food & beverages,CUUR0000SAF,1998-09,161.5
food,Food & beverages,CUUR0000SAF,1998-10,162.4
food,Food & beverages,CUUR0000SAF,1998-11,162.5
food,Food & beverages,CUUR0000SAF,1998-12,162.7
food,Food & beverages,CUUR0000SAF,1999-01,163.9
food,Food & beverages,CUUR0000SAF,1999-02,163.8
food,Food & beverages,CUUR0000SAF,1999-03,163.7
food,Food & beverages,CUUR0000SAF,1999-04,163.9
food,Food & beverages,CUUR0000SAF,1999-05,164.2
food,Food & beverages,CUUR0000SAF,1999-06,164.1
food,Food & beverages,CUUR0000SAF,1999-07,164.2
food,Food & beverages,CUUR0000SAF,1999-08,164.7
food,Food & beverages,CUUR0000SAF,1999-09,165.1
food,Food & beverages,CUUR0000SAF,1999-10,165.5
food,Food & beverages,CUUR0000SAF,1999-11,165.7
food,Food & beverages,CUUR0000SAF,1999-12,165.9
food,Food & beverages,CUUR0000SAF,2000-01,166.6
food,Food & beverages,CUUR0000SAF,2000-02,166.8
food,Food & beverages,CUUR0000SAF,2000-03,167.1
food,Food & beverages,CUUR0000SAF,2000-04,167.2
food,Food & beverages,CUUR0000SAF,2000-05,167.8
food,Food & beverages,CUUR0000SAF,2000-06,167.9
food,Food & beverages,CUUR0000SAF,2000-07,168.7
food,Food & beverages,CUUR0000SAF,2000-08,169.2
food,Food & beverages,CUUR0000SAF,2000-09,169.4
food,Food & beverages,CUUR0000SAF,2000-10,169.6
food,Food & beverages,CUUR0000SAF,2000-11,169.5
food,Food & beverages,CUUR0000SAF,2000-12,170.5
food,Food & beverages,CUUR0000SAF,2001-01,171.4
food,Food & beverages,CUUR0000SAF,2001-02,171.8
food,Food & beverages,CUUR0000SAF,2001-03,172.2
food,Food & beverages,CUUR0000SAF,2001-04,172.4
food,Food & beverages,CUUR0000SAF,2001-05,172.9
food,Food & beverages,CUUR0000SAF,2001-06,173.4
food,Food & beverages,CUUR0000SAF,2001-07,174
food,Food & beverages,CUUR0000SAF,2001-08,174.4
food,Food & beverages,CUUR0000SAF,2001-09,174.6
food,Food & beverages,CUUR0000SAF,2001-10,175.3
food,Food & beverages,CUUR0000SAF,2001-11,175.2
food,Food & beverages,CUUR0000SAF,2001-12,175.2
food,Food & beverages,CUUR0000SAF,2002-01,176.2
food,Food & beverages,CUUR0000SAF,2002-02,176.4
food,Food & beverages,CUUR0000SAF,2002-03,176.6
food,Food & beverages,CUUR0000SAF,2002-04,176.7
food,Food & beverages,CUUR0000SAF,2002-05,176.4
food,Food & beverages,CUUR0000SAF,2002-06,176.4
food,Food & beverages,CUUR0000SAF,2002-07,176.6
food,Food & beverages,CUUR0000SAF,2002-08,176.6
food,Food & beverages,CUUR0000SAF,2002-09,176.9
food,Food & beverages,CUUR0000SAF,2002-10,177.1
food,Food & beverages,CUUR0000SAF,2002-11,177.4
food,Food & beverages,CUUR0000SAF,2002-12,177.8
food,Food & beverages,CUUR0000SAF,2003-01,178.1
food,Food & beverages,CUUR0000SAF,2003-02,178.9
food,Food & beverages,CUUR0000SAF,2003-03,179.2
food,Food & beverages,CUUR0000SAF,2003-04,179
food,Food & beverages,CUUR0000SAF,2003-05,179.4
food,Food & beverages,CUUR0000SAF,2003-06,180.2
food,Food & beverages,CUUR0000SAF,2003-07,180.3
food,Food & beverages,CUUR0000SAF,2003-08,180.9
food,Food & beverages,CUUR0000SAF,2003-09,181.3
food,Food & beverages,CUUR0000SAF,2003-10,182.2
food,Food & beverages,CUUR0000SAF,2003-11,182.9
food,Food & beverages,CUUR0000SAF,2003-12,184.1
food,Food & beverages,CUUR0000SAF,2004-01,184.3
food,Food & beverages,CUUR0000SAF,2004-02,184.5
food,Food & beverages,CUUR0000SAF,2004-03,184.9
food,Food & beverages,CUUR0000SAF,2004-04,185
food,Food & beverages,CUUR0000SAF,2004-05,186.5
food,Food & beverages,CUUR0000SAF,2004-06,186.8
food,Food & beverages,CUUR0000SAF,2004-07,187.2
food,Food & beverages,CUUR0000SAF,2004-08,187.3
food,Food & beverages,CUUR0000SAF,2004-09,187.2
food,Food & beverages,CUUR0000SAF,2004-10,188.4
food,Food & beverages,CUUR0000SAF,2004-11,188.6
food,Food & beverages,CUUR0000SAF,2004-12,188.9
food,Food & beverages,CUUR0000SAF,2005-01,189.5
food,Food & beverages,CUUR0000SAF,2005-02,189.3
food,Food & beverages,CUUR0000SAF,2005-03,189.6
food,Food & beverages,CUUR0000SAF,2005-04,190.7
food,Food & beverages,CUUR0000SAF,2005-05,191.1
food,Food & beverages,CUUR0000SAF,2005-06,190.9
food,Food & beverages,CUUR0000SAF,2005-07,191.3
food,Food & beverages,CUUR0000SAF,2005-08,191.3
food,Food & beverages,CUUR0000SAF,2005-09,191.8
food,Food & beverages,CUUR0000SAF,2005-10,192.5
food,Food & beverages,CUUR0000SAF,2005-11,192.8
food,Food & beverages,CUUR0000SAF,2005-12,193.2
food,Food & beverages,CUUR0000SAF,2006-01,194.5
food,Food & beverages,CUUR0000SAF,2006-02,194.4
food,Food & beverages,CUUR0000SAF,2006-03,194.5
food,Food & beverages,CUUR0000SAF,2006-04,194.2
food,Food & beverages,CUUR0000SAF,2006-05,194.7
food,Food & beverages,CUUR0000SAF,2006-06,195.1
food,Food & beverages,CUUR0000SAF,2006-07,195.6
food,Food & beverages,CUUR0000SAF,2006-08,196
food,Food & beverages,CUUR0000SAF,2006-09,196.7
food,Food & beverages,CUUR0000SAF,2006-10,197.5
food,Food & beverages,CUUR0000SAF,2006-11,197.2
food,Food & beverages,CUUR0000SAF,2006-12,197.4
food,Food & beverages,CUUR0000SAF,2007-01,199.198
food,Food & beverages,CUUR0000SAF,2007-02,200.402
food,Food & beverages,CUUR0000SAF,2007-03,200.869
food,Food & beverages,CUUR0000SAF,2007-04,201.292
food,Food & beverages,CUUR0000SAF,2007-05,202.225
food,Food & beverages,CUUR0000SAF,2007-06,202.885
food,Food & beverages,CUUR0000SAF,2007-07,203.533
food,Food & beverages,CUUR0000SAF,2007-08,204.289
food,Food & beverages,CUUR0000SAF,2007-09,205.279
food,Food & beverages,CUUR0000SAF,2007-10,206.124
food,Food & beverages,CUUR0000SAF,2007-11,206.563
food,Food & beverages,CUUR0000SAF,2007-12,206.936
food,Food & beverages,CUUR0000SAF,2008-01,208.837
food,Food & beverages,CUUR0000SAF,2008-02,209.462
food,Food & beverages,CUUR0000SAF,2008-03,209.692
food,Food & beverages,CUUR0000SAF,2008-04,211.365
food,Food & beverages,CUUR0000SAF,2008-05,212.251
food,Food & beverages,CUUR0000SAF,2008-06,213.383
food,Food & beverages,CUUR0000SAF,2008-07,215.326
food,Food & beverages,CUUR0000SAF,2008-08,216.419
food,Food & beverages,CUUR0000SAF,2008-09,217.672
food,Food & beverages,CUUR0000SAF,2008-10,218.705
food,Food & beverages,CUUR0000SAF,2008-11,218.752
food,Food & beverages,CUUR0000SAF,2008-12,218.839
food,Food & beverages,CUUR0000SAF,2009-01,219.729
food,Food & beverages,CUUR0000SAF,2009-02,219.333
food,Food & beverages,CUUR0000SAF,2009-03,218.794
food,Food & beverages,CUUR0000SAF,2009-04,218.364
food,Food & beverages,CUUR0000SAF,2009-05,218.076
food,Food & beverages,CUUR0000SAF,2009-06,218.03
food,Food & beverages,CUUR0000SAF,2009-07,217.608
food,Food & beverages,CUUR0000SAF,2009-08,217.701
food,Food & beverages,CUUR0000SAF,2009-09,217.617
food,Food & beverages,CUUR0000SAF,2009-10,217.957
food,Food & beverages,CUUR0000SAF,2009-11,217.733
food,Food & beverages,CUUR0000SAF,2009-12,218.049
food,Food & beverages,CUUR0000SAF,2010-01,219.223
food,Food & beverages,CUUR0000SAF,2010-02,219.14
food,Food & beverages,CUUR0000SAF,2010-03,219.378
food,Food & beverages,CUUR0000SAF,2010-04,219.536
food,Food & beverages,CUUR0000SAF,2010-05,219.693
food,Food & beverages,CUUR0000SAF,2010-06,219.562
food,Food & beverages,CUUR0000SAF,2010-07,219.539
food,Food & beverages,CUUR0000SAF,2010-08,219.877
food,Food & beverages,CUUR0000SAF,2010-09,220.586
food,Food & beverages,CUUR0000SAF,2010-10,221.005
food,Food & beverages,CUUR0000SAF,2010-11,220.991
food,Food & beverages,CUUR0000SAF,2010-12,221.278
food,Food & beverages,CUUR0000SAF,2011-01,223.16
food,Food & beverages,CUUR0000SAF,2011-02,224.039
food,Food & beverages,CUUR0000SAF,2011-03,225.479
food,Food & beverages,CUUR0000SAF,2011-04,226.248
food,Food & beverages,CUUR0000SAF,2011-05,227.082
food,Food & beverages,CUUR0000SAF,2011-06,227.451
food,Food & beverages,CUUR0000SAF,2011-07,228.323
food,Food & beverages,CUUR0000SAF,2011-08,229.49
food,Food & beverages,CUUR0000SAF,2011-09,230.448
food,Food & beverages,CUUR0000SAF,2011-10,230.885
food,Food & beverages,CUUR0000SAF,2011-11,230.656
food,Food & beverages,CUUR0000SAF,2011-12,231.13
food,Food & beverages,CUUR0000SAF,2012-01,232.559
food,Food & beverages,CUUR0000SAF,2012-02,232.453
food,Food & beverages,CUUR0000SAF,2012-03,232.708
food,Food & beverages,CUUR0000SAF,2012-04,233.116
food,Food & beverages,CUUR0000SAF,2012-05,233.257
food,Food & beverages,CUUR0000SAF,2012-06,233.509
food,Food & beverages,CUUR0000SAF,2012-07,233.557
food,Food & beverages,CUUR0000SAF,2012-08,234.017
food,Food & beverages,CUUR0000SAF,2012-09,234.172
food,Food & beverages,CUUR0000SAF,2012-10,234.718
food,Food & beverages,CUUR0000SAF,2012-11,234.742
food,Food & beverages,CUUR0000SAF,2012-12,235.23
food,Food & beverages,CUUR0000SAF,2013-01,236.183
food,Food & beverages,CUUR0000SAF,2013-02,236.23
food,Food & beverages,CUUR0000SAF,2013-03,236.267
food,Food & beverages,CUUR0000SAF,2013-04,236.761
food,Food & beverages,CUUR0000SAF,2013-05,236.474
food,Food & beverages,CUUR0000SAF,2013-06,236.726
food,Food & beverages,CUUR0000SAF,2013-07,236.957
food,Food & beverages,CUUR0000SAF,2013-08,237.348
food,Food & beverages,CUUR0000SAF,2013-09,237.444
food,Food & beverages,CUUR0000SAF,2013-10,237.794
food,Food & beverages,CUUR0000SAF,2013-11,237.585
food,Food & beverages,CUUR0000SAF,2013-12,237.82
food,Food & beverages,CUUR0000SAF,2014-01,238.792
food,Food & beverages,CUUR0000SAF,2014-02,239.476
food,Food & beverages,CUUR0000SAF,2014-03,240.226
food,Food & beverages,CUUR0000SAF,2014-04,241.103
food,Food & beverages,CUUR0000SAF,2014-05,242.065
food,Food & beverages,CUUR0000SAF,2014-06,242.027
food,Food & beverages,CUUR0000SAF,2014-07,242.674
food,Food & beverages,CUUR0000SAF,2014-08,243.497
food,Food & beverages,CUUR0000SAF,2014-09,244.26
food,Food & beverages,CUUR0000SAF,2014-10,244.775
food,Food & beverages,CUUR0000SAF,2014-11,244.902
food,Food & beverages,CUUR0000SAF,2014-12,245.585
food,Food & beverages,CUUR0000SAF,2015-01,246.1
food,Food & beverages,CUUR0000SAF,2015-02,246.269
food,Food & beverages,CUUR0000SAF,2015-03,245.689
food,Food & beverages,CUUR0000SAF,2015-04,245.746
food,Food & beverages,CUUR0000SAF,2015-05,245.846
food,Food & beverages,CUUR0000SAF,2015-06,246.245
food,Food & beverages,CUUR0000SAF,2015-07,246.558
food,Food & beverages,CUUR0000SAF,2015-08,247.196
food,Food & beverages,CUUR0000SAF,2015-09,248.09
food,Food & beverages,CUUR0000SAF,2015-10,248.575
food,Food & beverages,CUUR0000SAF,2015-11,247.87
food,Food & beverages,CUUR0000SAF,2015-12,247.468
food,Food & beverages,CUUR0000SAF,2016-01,248.241
food,Food & beverages,CUUR0000SAF,2016-02,248.459
food,Food & beverages,CUUR0000SAF,2016-03,247.677
food,Food & beverages,CUUR0000SAF,2016-04,248.095
food,Food & beverages,CUUR0000SAF,2016-05,247.58
food,Food & beverages,CUUR0000SAF,2016-06,247.207
food,Food & beverages,CUUR0000SAF,2016-07,247.267
food,Food & beverages,CUUR0000SAF,2016-08,247.42
food,Food & beverages,CUUR0000SAF,2016-09,247.645
food,Food & beverages,CUUR0000SAF,2016-10,247.861
food,Food & beverages,CUUR0000SAF,2016-11,247.246
food,Food & beverages,CUUR0000SAF,2016-12,247.134
food,Food & beverages,CUUR0000SAF,2017-01,248.074
food,Food & beverages,CUUR0000SAF,2017-02,248.595
food,Food & beverages,CUUR0000SAF,2017-03,248.967
food,Food & beverages,CUUR0000SAF,2017-04,249.538
food,Food & beverages,CUUR0000SAF,2017-05,249.749
food,Food & beverages,CUUR0000SAF,2017-06,249.398
food,Food & beverages,CUUR0000SAF,2017-07,249.93
food,Food & beverages,CUUR0000SAF,2017-08,250.212
food,Food & beverages,CUUR0000SAF,2017-09,250.735
food,Food & beverages,CUUR0000SAF,2017-10,251.13
food,Food & beverages,CUUR0000SAF,2017-11,250.694
food,Food & beverages,CUUR0000SAF,2017-12,251.024
food,Food & beverages,CUUR0000SAF,2018-01,252.109
food,Food & beverages,CUUR0000SAF,2018-02,252.076
food,Food & beverages,CUUR0000SAF,2018-03,252.182
food,Food & beverages,CUUR0000SAF,2018-04,252.999
food,Food & beverages,CUUR0000SAF,2018-05,252.848
food,Food & beverages,CUUR0000SAF,2018-06,253.022
food,Food & beverages,CUUR0000SAF,2018-07,253.476
food,Food & beverages,CUUR0000SAF,2018-08,253.779
food,Food & beverages,CUUR0000SAF,2018-09,254.178
food,Food & beverages,CUUR0000SAF,2018-10,254.203
food,Food & beverages,CUUR0000SAF,2018-11,254.262
food,Food & beverages,CUUR0000SAF,2018-12,255.023
food,Food & beverages,CUUR0000SAF,2019-01,256.185
food,Food & beverages,CUUR0000SAF,2019-02,256.997
food,Food & beverages,CUUR0000SAF,2019-03,257.43
food,Food & beverages,CUUR0000SAF,2019-04,257.393
food,Food & beverages,CUUR0000SAF,2019-05,257.791
food,Food & beverages,CUUR0000SAF,2019-06,257.778
food,Food & beverages,CUUR0000SAF,2019-07,258.015
food,Food & beverages,CUUR0000SAF,2019-08,258.154
food,Food & beverages,CUUR0000SAF,2019-09,258.646
food,Food & beverages,CUUR0000SAF,2019-10,259.284
food,Food & beverages,CUUR0000SAF,2019-11,259.08
food,Food & beverages,CUUR0000SAF,2019-12,259.403
food,Food & beverages,CUUR0000SAF,2020-01,260.638
food,Food & beverages,CUUR0000SAF,2020-02,261.487
food,Food & beverages,CUUR0000SAF,2020-03,262.32
food,Food & beverages,CUUR0000SAF,2020-04,266.137
food,Food & beverages,CUUR0000SAF,2020-05,267.792
food,Food & beverages,CUUR0000SAF,2020-06,269.051
food,Food & beverages,CUUR0000SAF,2020-07,268.132
food,Food & beverages,CUUR0000SAF,2020-08,268.383
food,Food & beverages,CUUR0000SAF,2020-09,268.465
food,Food & beverages,CUUR0000SAF,2020-10,269.169
food,Food & beverages,CUUR0000SAF,2020-11,268.539
food,Food & beverages,CUUR0000SAF,2020-12,269.383
food,Food & beverages,CUUR0000SAF,2021-01,270.26
food,Food & beverages,CUUR0000SAF,2021-02,270.672
food,Food & beverages,CUUR0000SAF,2021-03,271.135
food,Food & beverages,CUUR0000SAF,2021-04,272.367
food,Food & beverages,CUUR0000SAF,2021-05,273.441
food,Food & beverages,CUUR0000SAF,2021-06,275.38
food,Food & beverages,CUUR0000SAF,2021-07,277.187
food,Food & beverages,CUUR0000SAF,2021-08,278.201
food,Food & beverages,CUUR0000SAF,2021-09,280.452
food,Food & beverages,CUUR0000SAF,2021-10,282.943
food,Food & beverages,CUUR0000SAF,2021-11,284.168
food,Food & beverages,CUUR0000SAF,2021-12,285.556
food,Food & beverages,CUUR0000SAF,2022-01,288.264
food,Food & beverages,CUUR0000SAF,2022-02,291.244
food,Food & beverages,CUUR0000SAF,2022-03,294.064
food,Food & beverages,CUUR0000SAF,2022-04,296.915
food,Food & beverages,CUUR0000SAF,2022-05,300.081
food,Food & beverages,CUUR0000SAF,2022-06,302.967
food,Food & beverages,CUUR0000SAF,2022-07,306.278
food,Food & beverages,CUUR0000SAF,2022-08,308.55
food,Food & beverages,CUUR0000SAF,2022-09,310.678
food,Food & beverages,CUUR0000SAF,2022-10,312.86
food,Food & beverages,CUUR0000SAF,2022-11,313.467
food,Food & beverages,CUUR0000SAF,2022-12,314.459
food,Food & beverages,CUUR0000SAF,2023-01,316.705
food,Food & beverages,CUUR0000SAF,2023-02,318.05
food,Food & beverages,CUUR0000SAF,2023-03,318.338
food,Food & beverages,CUUR0000SAF,2023-04,319.085
food,Food & beverages,CUUR0000SAF,2023-05,319.811
food,Food & beverages,CUUR0000SAF,2023-06,320.12
food,Food & beverages,CUUR0000SAF,2023-07,321.02
food,Food & beverages,CUUR0000SAF,2023-08,321.578
food,Food & beverages,CUUR0000SAF,2023-09,322.249
food,Food & beverages,CUUR0000SAF,2023-10,323.262
food,Food & beverages,CUUR0000SAF,2023-11,322.703
food,Food & beverages,CUUR0000SAF,2023-12,322.933
food,Food & beverages,CUUR0000SAF,2024-01,324.782
food,Food & beverages,CUUR0000SAF,2024-02,325.19
food,Food & beverages,CUUR0000SAF,2024-03,325.491
food,Food & beverages,CUUR0000SAF,2024-04,326.107
food,Food & beverages,CUUR0000SAF,2024-05,326.545
food,Food & beverages,CUUR0000SAF,2024-06,327.144
food,Food & beverages,CUUR0000SAF,2024-07,327.956
food,Food & beverages,CUUR0000SAF,2024-08,328.156
food,Food & beverages,CUUR0000SAF,2024-09,329.417
food,Food & beverages,CUUR0000SAF,2024-10,330.051
food,Food & beverages,CUUR0000SAF,2024-11,330.26
food,Food & beverages,CUUR0000SAF,2024-12,330.812
food,Food & beverages,CUUR0000SAF,2025-01,332.696
food,Food & beverages,CUUR0000SAF,2025-02,333.498
food,Food & beverages,CUUR0000SAF,2025-03,334.92
food,Food & beverages,CUUR0000SAF,2025-04,334.918
food,Food & beverages,CUUR0000SAF,2025-05,335.687
food,Food & beverages,CUUR0000SAF,2025-06,336.555
food,Food & beverages,CUUR0000SAF,2025-07,337.077
food,Food & beverages,CUUR0000SAF,2025-08,338.366
food,Food & beverages,CUUR0000SAF,2025-09,339.443
food,Food & beverages,CUUR0000SAF,2025-11,338.857
food,Food & beverages,CUUR0000SAF,2025-12,340.78
food,Food & beverages,CUUR0000SAF,2026-01,342.096
food,Food & beverages,CUUR0000SAF,2026-02,343.424
food,Food & beverages,CUUR0000SAF,2026-03,343.691
food,Food & beverages,CUUR0000SAF,2026-04,345.336
food,Food & beverages,CUUR0000SAF,2026-05,345.846
food,Food & beverages,CUUR0000SAF,2026-06,346.505
food,Food & beverages,CUUR0000SAF,2026-07,346.945
housing,Housing,CUUR0000SAH,1990-01,125.9
housing,Housing,CUUR0000SAH,1990-02,126.1
housing,Housing,CUUR0000SAH,1990-03,126.8
housing,Housing,CUUR0000SAH,1990-04,126.8
housing,Housing,CUUR0000SAH,1990-05,127.1
housing,Housing,CUUR0000SAH,1990-06,128.3
housing,Housing,CUUR0000SAH,1990-07,129.2
housing,Housing,CUUR0000SAH,1990-08,130.2
housing,Housing,CUUR0000SAH,1990-09,130.5
housing,Housing,CUUR0000SAH,1990-10,130.6
housing,Housing,CUUR0000SAH,1990-11,130.4
housing,Housing,CUUR0000SAH,1990-12,130.5
housing,Housing,CUUR0000SAH,1991-01,131.8
housing,Housing,CUUR0000SAH,1991-02,132.4
housing,Housing,CUUR0000SAH,1991-03,132.6
housing,Housing,CUUR0000SAH,1991-04,132.5
housing,Housing,CUUR0000SAH,1991-05,132.8
housing,Housing,CUUR0000SAH,1991-06,133.4
housing,Housing,CUUR0000SAH,1991-07,134.2
housing,Housing,CUUR0000SAH,1991-08,134.5
housing,Housing,CUUR0000SAH,1991-09,134.7
housing,Housing,CUUR0000SAH,1991-10,134.7
housing,Housing,CUUR0000SAH,1991-11,134.7
housing,Housing,CUUR0000SAH,1991-12,135
housing,Housing,CUUR0000SAH,1992-01,135.7
housing,Housing,CUUR0000SAH,1992-02,136.1
housing,Housing,CUUR0000SAH,1992-03,136.6
housing,Housing,CUUR0000SAH,1992-04,136.5
housing,Housing,CUUR0000SAH,1992-05,136.7
housing,Housing,CUUR0000SAH,1992-06,137.7
housing,Housing,CUUR0000SAH,1992-07,138.3
housing,Housing,CUUR0000SAH,1992-08,138.6
housing,Housing,CUUR0000SAH,1992-09,138.4
housing,Housing,CUUR0000SAH,1992-10,138.5
housing,Housing,CUUR0000SAH,1992-11,138.5
housing,Housing,CUUR0000SAH,1992-12,138.5
housing,Housing,CUUR0000SAH,1993-01,139.3
housing,Housing,CUUR0000SAH,1993-02,139.7
housing,Housing,CUUR0000SAH,1993-03,140.2
housing,Housing,CUUR0000SAH,1993-04,140.4
housing,Housing,CUUR0000SAH,1993-05,140.5
housing,Housing,CUUR0000SAH,1993-06,141.5
housing,Housing,CUUR0000SAH,1993-07,141.9
housing,Housing,CUUR0000SAH,1993-08,142.3
housing,Housing,CUUR0000SAH,1993-09,142.3
housing,Housing,CUUR0000SAH,1993-10,142.2
housing,Housing,CUUR0000SAH,1993-11,142
housing,Housing,CUUR0000SAH,1993-12,142.3
housing,Housing,CUUR0000SAH,1994-01,142.9
housing,Housing,CUUR0000SAH,1994-02,143.7
housing,Housing,CUUR0000SAH,1994-03,144.1
housing,Housing,CUUR0000SAH,1994-04,143.9
housing,Housing,CUUR0000SAH,1994-05,144.1
housing,Housing,CUUR0000SAH,1994-06,144.9
housing,Housing,CUUR0000SAH,1994-07,145.4
housing,Housing,CUUR0000SAH,1994-08,145.9
housing,Housing,CUUR0000SAH,1994-09,145.8
housing,Housing,CUUR0000SAH,1994-10,145.7
housing,Housing,CUUR0000SAH,1994-11,145.5
housing,Housing,CUUR0000SAH,1994-12,145.4
housing,Housing,CUUR0000SAH,1995-01,146.4
housing,Housing,CUUR0000SAH,1995-02,147
housing,Housing,CUUR0000SAH,1995-03,147.4
housing,Housing,CUUR0000SAH,1995-04,147.4
housing,Housing,CUUR0000SAH,1995-05,147.6
housing,Housing,CUUR0000SAH,1995-06,148.5
housing,Housing,CUUR0000SAH,1995-07,149.2
